36,36,0,155.813000,-50.540000,0.992000,0.205425,0.000000,0.000000,0.992080,0.208905
37,37,0,-3.110000,7.415000,0.962000,0.295135,0.000000,0.000000,0.962036,0.298559
38,38,0,185.502000,4.445000,0.970000,0.146782,-0.270000,-0.110000,0.970489,0.150068
39,39,1,130.794000,-22.270000,0.970000,0.128282,-0.660000,-0.230000,0.970000,0.131336
40,40,0,129.110000,-12.993000,0.967000,0.120777,-0.370000,-0.100000,0.966833,0.123548
41,41,1,80.360000,-1.906000,0.985000,0.148877,-0.960000,-0.230000,0.985000,0.151389
42,42,0,111.688000,-6.223000,0.978000,0.196873,-0.180000,-0.070000,0.978582,0.200003
43,43,0,58.539000,-34.019000,0.985000,0.241205,-0.160000,-0.080000,0.985051,0.243392
44,44,0,6.263000,-51.197000,0.987000,0.273493,-0.530000,-0.220000,0.986674,0.275347
45,45,1,56.622000,12.434000,1.005000,0.322711,-0.090000,-0.100000,1.005000,0.324324
46,46,0,25.886000,-22.777000,1.017000,0.361807,-0.340000,0.000000,1.017054,0.363112
47,47,0,71.860000,-41.470000,1.021000,0.347844,-0.200000,-0.110000,1.020633,0.349502
48,48,1,42.793000,-18.335000,1.025000,0.365472,1.170000,-0.300000,1.025000,0.367009
49,49,0,7.991000,5.687000,1.001000,0.329867,-0.170000,-0.040000,1.001082,0.331421
50,50,0,14.724000,-56.502000,0.967000,0.284140,-0.170000,-0.080000,0.966876,0.285709
51,51,0,62.478000,-88.901000,0.957000,0.267384,-0.180000,-0.050000,0.956817,0.269069
52,52,0,52.076000,16.688000,0.946000,0.250455,-0.230000,-0.110000,0.945982,0.252052
53,53,1,9.337000,-3.324000,0.955000,0.266337,-0.650000,-0.320000,0.955000,0.267964
54,54,1,-24.249000,-21.418000,0.952000,0.261276,-0.630000,-0.220000,0.952000,0.262903
55,55,1,45.132000,-23.894000,0.954000,0.264592,-0.840000,-0.180000,0.954000,0.266162
56,56,0,56.575000,21.090000,0.971000,0.285536,-0.120000,-0.030000,0.970582,0.287190
57,57,0,44.784000,-26.826000,0.959000,0.270701,-0.120000,-0.030000,0.959038,0.272236
58,58,1,-6.041000,-40.791000,0.985000,0.338070,-1.220000,-1.130000,0.985000,0.339509
59,59,0,31.577000,-53.036000,0.993000,0.404044,-0.780000,-0.030000,0.993156,0.405505
60,60,1,-34.492000,-73.712000,0.995000,0.419577,1.600000,0.000000,0.995000,0.421061
61,61,1,-33.533000,-22.806000,0.998000,0.408931,-0.770000,-0.140000,0.998000,0.410301
62,62,0,41.338000,-68.279000,0.969000,0.397062,0.000000,0.000000,0.968738,0.398475
63,63,0,-79.852000,-46.730000,0.984000,0.427955,0.000000,0.000000,0.983739,0.429292
64,64,1,-55.411000,-12.865000,1.005000,0.482584,3.910000,0.000000,1.005000,0.483835
65,65,1,11.564000,-45.708000,1.050000,0.479616,3.530000,-0.180000,1.050000,0.481062
66,66,0,-13.928000,-29.056000,1.020000,0.433540,-0.280000,-0.070000,1.019682,0.434987
67,67,0,-15.492000,-36.649000,1.003000,0.480838,0.000000,0.000000,1.003249,0.481721
68,68,2,0.000000,0.000000,1.035000,0.523599,5.164000,0.000000,1.035000,0.523599
69,69,1,-17.362000,20.027000,0.984000,0.394095,-0.660000,-0.200000,0.984000,0.394794
70,70,0,-0.489000,46.889000,0.987000,0.386590,0.000000,0.000000,0.986845,0.387623
71,71,1,-8.724000,9.078000,0.980000,0.366170,-0.120000,0.000000,0.980000,0.368467
72,72,1,-33.586000,62.660000,0.991000,0.382925,-0.060000,0.000000,0.991000,0.383932
73,73,1,-59.358000,-7.254000,0.958000,0.377689,-0.680000,-0.270000,0.958000,0.378233
74,74,0,-15.059000,-17.763000,0.967000,0.399855,-0.470000,-0.110000,0.967333,0.400256
75,75,1,-0.204000,-39.931000,0.943000,0.379958,-0.680000,-0.360000,0.943000,0.380534
76,76,1,-35.540000,-13.426000,1.006000,0.466352,-0.610000,-0.280000,1.006000,0.466996
77,77,0,-72.269000,-44.739000,1.003000,0.461116,-0.710000,-0.260000,1.003424,0.461692
78,78,0,-97.944000,-14.030000,1.009000,0.466352,-0.390000,-0.320000,1.009223,0.466914
79,79,1,-66.664000,20.469000,1.040000,0.505447,3.470000,-0.260000,1.040000,0.506106
80,80,0,-45.690000,-12.325000,0.997000,0.490438,0.000000,0.000000,0.996808,0.491301
81,81,0,-71.085000,-52.240000,0.989000,0.475428,-0.540000,-0.270000,0.988806,0.476051
82,82,0,-50.353000,-91.069000,0.985000,0.496023,-0.200000,-0.100000,0.984566,0.496806
83,83,0,-2.078000,-65.662000,0.980000,0.540179,-0.110000,-0.070000,0.979768,0.540999
84,84,1,-101.474000,-109.927000,0.985000,0.567407,-0.240000,-0.150000,0.985000,0.568113
85,85,0,-124.302000,-129.226000,0.987000,0.543496,-0.210000,-0.100000,0.986691,0.544211
86,86,1,-144.386000,-150.566000,1.015000,0.548033,0.040000,0.000000,1.015000,0.548735
87,87,0,-50.728000,-145.495000,0.987000,0.622035,-0.480000,-0.100000,0.987458,0.622732
88,88,1,-51.052000,-96.616000,1.005000,0.692721,6.070000,0.000000,1.005000,0.693495
89,89,1,-73.736000,-129.992000,0.985000,0.581020,-1.630000,-0.420000,0.985000,0.581736
90,90,1,15.225000,14.690000,0.980000,0.581369,-0.100000,0.000000,0.980000,0.582103
91,91,1,36.119000,-23.970000,0.993000,0.589921,-0.650000,-0.100000,0.993000,0.590638
92,92,0,-18.111000,-77.753000,0.987000,0.537387,-0.120000,-0.070000,0.987374,0.538202
93,93,0,14.394000,-39.614000,0.991000,0.499862,-0.300000,-0.160000,0.990810,0.500680
94,94,0,-71.956000,-5.451000,0.981000,0.482933,-0.420000,-0.310000,0.981114,0.483733
95,95,0,-27.097000,-17.387000,0.993000,0.480140,-0.380000,-0.150000,0.992795,0.480823
96,96,0,-114.017000,45.055000,1.011000,0.486598,-0.150000,-0.090000,1.011431,0.487347
97,97,0,-96.970000,55.152000,1.024000,0.478220,-0.340000,-0.080000,1.023510,0.479030
98,98,1,-23.040000,8.941000,1.010000,0.471937,-0.420000,0.000000,1.010000,0.472719
99,99,1,-69.419000,71.589000,1.017000,0.489216,2.150000,-0.180000,1.017000,0.490107
100,100,0,-114.205000,33.920000,0.993000,0.516792,-0.220000,-0.150000,0.992758,0.517481
101,101,0,68.318000,-51.951000,0.991000,0.563741,-0.050000,-0.030000,0.991594,0.564464
102,102,1,-112.961000,43.125000,1.001000,0.426558,0.170000,-0.160000,1.001000,0.427264
103,103,1,-103.926000,110.944000,0.971000,0.378562,-0.380000,-0.250000,0.971000,0.379464
104,104,1,-84.965000,10.166000,0.965000,0.359014,-0.310000,-0.260000,0.965000,0.360132
105,105,0,-38.071000,100.200000,0.962000,0.354651,-0.430000,-0.160000,0.961136,0.355689
106,106,1,-54.166000,77.274000,0.952000,0.305956,-0.500000,-0.120000,0.952000,0.306756
107,107,0,-32.244000,-19.738000,0.967000,0.338245,-0.020000,-0.010000,0.966212,0.339191
108,108,0,-125.963000,48.853000,0.967000,0.330391,-0.080000,-0.030000,0.967026,0.331294
109,109,1,-160.774000,72.793000,0.973000,0.315730,-0.390000,-0.300000,0.973000,0.316519
110,110,1,-114.069000,56.565000,0.980000,0.344528,0.360000,0.000000,0.980000,0.345232
111,111,1,-116.624000,46.809000,0.975000,0.261625,-0.680000,-0.130000,0.975000,0.262428
112,112,1,-81.141000,11.280000,0.993000,0.239808,-0.060000,0.000000,0.993000,0.244418
113,113,0,-90.394000,-53.689000,0.960000,0.252375,-0.080000,-0.030000,0.960676,0.257033
114,114,0,-43.902000,55.884000,0.960000,0.252375,-0.220000,-0.070000,0.960535,0.256908
115,115,1,23.878000,-53.062000,1.005000,0.473333,-1.840000,0.000000,1.005000,0.474129
116,116,0,22.020000,92.586000,0.974000,0.186227,-0.200000,-0.080000,0.973824,0.191256
117,117,0,-50.984000,9.321000,0.949000,0.382576,-0.330000,-0.150000,0.949438,0.383018
