72,14,18,14,18,-7.073970,23.226202
73,17,18,17,18,-4.378438,19.290168
74,18,18,18,18,14.339733,-54.332343
75,19,18,19,18,-1.759280,8.168087
76,33,18,33,18,-1.128044,3.705146
77,18,19,18,19,-1.759280,8.168087
78,19,19,19,19,4.185403,-19.398005
79,20,19,20,19,-2.426123,11.255618
80,19,20,19,20,-2.426123,11.255618
81,20,20,20,20,4.548853,-21.084424
82,21,20,21,20,-2.122730,9.851907
83,20,21,20,21,-2.122730,9.851907
84,21,21,21,21,3.415705,-15.830603
85,22,21,22,21,-1.292974,6.011197
86,21,22,21,22,-1.292974,6.011197
87,22,22,22,22,11.044668,-44.871925
88,23,22,23,22,-5.186543,18.902067
89,24,22,24,22,-2.348209,12.042099
90,31,22,31,22,-2.216941,8.063512
91,22,23,22,23,-5.186543,18.902067
92,23,23,23,23,6.395747,-26.036063
93,69,23,69,23,-0.013051,2.430064
94,71,23,71,23,-1.196153,4.804223
95,22,24,22,24,-2.348209,12.042099
96,24,24,24,24,3.501209,-43.998738
97,25,24,25,24,-0.000000,27.268761
98,26,24,26,24,-1.152999,5.910028
99,24,25,24,25,-0.000000,27.268761
100,25,25,25,25,1.071069,-39.479357
101,29,25,29,25,-1.071069,11.528397
102,24,26,24,26,-1.152999,5.910028
103,26,26,26,26,10.171367,-41.924126
104,27,26,27,26,-2.492116,11.138314
105,31,26,31,26,-3.678916,12.129177
106,114,26,114,26,-2.847336,12.865097
107,26,27,26,27,-2.492116,11.138314
108,27,27,27,27,4.998944,-21.090038
109,28,27,28,27,-2.506828,9.974424
110,27,28,27,28,-2.506828,9.974424
111,28,28,28,28,11.415881,-37.262973
112,30,28,30,28,-8.909053,27.304599
113,7,29,7,29,-1.684425,19.697225
114,16,29,16,29,-0.000000,26.847079
115,25,29,25,29,-1.071069,11.528397
116,29,29,29,29,4.335052,-76.652123
117,37,29,37,29,-1.579559,18.382793
118,16,30,16,30,-1.776848,5.859100
119,28,30,28,30,-8.909053,27.304599
120,30,30,30,30,13.499800,-42.428022
121,31,30,31,30,-2.813898,9.300973
122,22,31,22,31,-2.216941,8.063512
123,26,31,26,31,-3.678916,12.129177
124,30,31,30,31,-2.813898,9.300973
125,31,31,31,31,13.513823,-49.472458
126,112,31,112,31,-1.366932,4.511988
127,113,31,113,31,-3.437135,15.581678
128,14,32,14,32,-2.245948,7.352524
129,32,32,32,32,4.142116,-13.806346
130,36,32,36,32,-1.896168,6.488092
131,18,33,18,33,-1.128044,3.705146
132,33,33,33,33,40.446631,-141.901017
133,35,33,35,33,-10.968335,33.748724
134,36,33,36,33,-26.971899,99.037440
135,42,33,42,33,-1.378353,5.610196
136,34,34,34,34,24.784922,-112.701744
137,35,34,35,34,-20.539605,93.528557
138,36,34,36,34,-4.245318,19.181117
139,33,35,33,35,-10.968335,33.748724
140,34,35,34,35,-20.539605,93.528557
141,35,35,35,35,31.507940,-127.273101
142,32,36,32,36,-1.896168,6.488092
143,33,36,33,36,-26.971899,99.037440
144,34,36,34,36,-4.245318,19.181117
145,36,36,36,36,37.598563,-165.493415
146,37,36,37,36,-0.000000,28.520499
147,38,36,38,36,-2.616903,8.641485
148,39,36,39,36,-1.868276,5.292924
149,29,37,29,37,-1.579559,18.382793
150,36,37,36,37,-0.000000,28.520499
151,37,37,37,37,2.498652,-58.210003
152,64,37,64,37,-0.919093,10.058002
153,36,38,36,38,-2.616903,8.641485
154,38,38,38,38,7.218271,-23.749726
155,39,38,39,38,-4.601369,15.129501
156,36,39,36,39,-1.868276,5.292924
157,38,39,38,39,-4.601369,15.129501
158,39,39,39,39,13.603246,-44.230245
159,40,39,40,39,-5.615932,18.861786
160,41,39,41,39,-1.517669,5.004204
161,39,40,39,40,-5.615932,18.861786
162,40,40,40,40,7.675613,-25.620351
163,41,40,41,40,-2.059680,6.781875
164,39,41,39,41,-1.517669,5.004204
165,40,41,40,41,-2.059680,6.781875
166,41,41,41,41,4.883986,-17.562290
167,48,41,48,41,-1.306637,5.902710
168,33,42,33,42,-1.378353,5.610196
169,42,42,42,42,2.329575,-9.398033
170,43,42,43,42,-0.951222,3.839306
171,42,43,42,43,-0.951222,3.839306
172,43,43,43,43,3.549899,-14.150481
173,44,43,44,43,-2.598677,10.452715
174,43,44,43,44,-2.598677,10.452715
175,44,44,44,44,6.341527,-21.822893
176,45,44,45,44,-2.001265,6.784288
177,48,44,48,44,-1.741585,4.735890
178,44,45,44,45,-2.001265,6.784288
179,45,45,45,45,5.691652,-18.660408
180,46,45,46,45,-2.162408,7.226996
181,47,45,47,45,-1.527979,4.805124
182,45,46,45,46,-2.162408,7.226996
183,46,46,46,46,7.635597,-25.096608
184,48,46,48,46,-4.471958,14.633370
185,68,46,68,46,-1.001231,3.295522
186,45,47,45,47,-1.527979,4.805124
187,47,47,47,47,7.763479,-22.217008
188,48,47,48,47,-6.235500,17.591773
189,41,48,41,48,-1.306637,5.902710
190,44,48,44,48,-1.741585,4.735890
191,46,48,46,48,-4.471958,14.633370
192,47,48,47,48,-6.235500,17.591773
193,48,48,48,48,26.976311,-91.059495
194,49,48,49,48,-4.192885,11.809175
195,50,48,50,48,-2.299943,6.483378
196,53,48,53,48,-1.763792,6.407739
197,65,48,65,48,-4.105086,20.958743
198,68,48,68,48,-0.858925,2.825296
199,48,49,48,49,-4.192885,11.809175
200,49,49,49,49,6.539099,-18.415962
201,56,49,56,49,-2.346214,6.632757
202,48,50,48,50,-2.299943,6.483378
203,50,50,50,50,11.927607,-34.000251
204,51,50,51,50,-5.246115,15.195644
205,57,50,57,50,-4.381549,12.354249
206,50,51,50,51,-5.246115,15.195644
207,51,51,51,51,6.673554,-20.930996
208,52,51,52,51,-1.427439,5.762622
209,51,52,51,52,-1.427439,5.762622
210,52,52,52,52,3.115967,-13.559551
211,53,52,53,52,-1.688529,7.832719
212,48,53,48,53,-1.763792,6.407739
213,52,53,52,53,-1.688529,7.832719
214,53,53,53,53,35.407211,-128.342710
215,54,53,54,53,-3.198274,13.379762
216,55,53,55,53,-27.843872,96.694173
217,58,53,58,53,-0.912744,4.160877
218,53,54,53,54,-3.198274,13.379762
219,54,54,54,54,23.547656,-77.722712
220,55,54,55,54,-19.378583,59.962418
221,58,54,58,54,-0.970799,4.420731
222,53,55,53,55,-27.843872,96.694173
223,54,55,54,55,-19.378583,59.962418
224,55,55,55,55,56.195801,-182.312819
225,56,55,56,55,-3.264164,9.192952
226,57,55,57,55,-3.264164,9.192952
227,58,55,58,55,-2.445018,7.355304
228,49,56,49,56,-2.346214,6.632757
229,55,56,55,56,-3.264164,9.192952
230,56,56,56,56,5.610378,-15.797009
231,50,57,50,57,-4.381549,12.354249
232,55,57,55,57,-3.264164,9.192952
233,57,57,57,57,7.645713,-21.526161
234,53,58,53,58,-0.912744,4.160877
235,54,58,54,58,-0.970799,4.420731
236,55,58,55,58,-2.445018,7.355304
237,58,58,58,58,7.158770,-54.636480
238,59,58,59,58,-1.438954,6.581967
239,60,58,60,58,-1.391255,6.362446
240,62,58,62,58,-0.000000,26.986183
241,58,59,58,59,-1.438954,6.581967
242,59,59,59,59,19.119965,-94.901952
243,60,59,60,59,-13.952043,71.345675
244,61,59,61,59,-3.728968,17.007731
245,58,60,58,60,-1.391255,6.362446
246,59,60,59,60,-13.952043,71.345675
247,60,60,60,60,20.904637,-140.366956
248,61,60,61,60,-5.561339,25.376983
249,63,60,63,60,-0.000000,37.881658
250,59,61,59,61,-3.728968,17.007731
251,60,61,60,61,-5.561339,25.376983
252,61,61,61,61,12.054589,-54.852110
253,65,61,65,61,-0.966954,4.373361
254,66,61,66,61,-1.797328,8.150675
255,58,62,58,62,-0.000000,26.986183
256,62,62,62,62,4.268431,-77.635522
257,63,62,63,62,-4.268431,49.632915
258,60,63,60,63,-0.000000,37.881658
259,62,63,62,63,-4.268431,49.632915
260,63,63,63,63,7.194646,-120.645387
261,64,63,64,63,-2.926216,32.851936
262,37,64,37,64,-0.919093,10.058002
263,63,64,63,64,-2.926216,32.851936
264,64,64,64,64,9.196129,-134.831843
265,65,64,65,64,-0.000000,28.905911
266,67,64,67,64,-5.350820,62.038492
267,48,65,48,65,-4.105086,20.958743
268,61,65,61,65,-0.966954,4.373361
269,64,65,64,65,-0.000000,28.905911
270,65,65,65,65,7.145344,-61.686681
271,66,65,66,65,-2.073304,9.394660
272,61,66,61,66,-1.797328,8.150675
273,65,66,65,66,-2.073304,9.394660
274,66,66,66,66,3.870633,-17.516425
275,64,67,64,67,-5.350820,62.038492
276,67,67,67,67,30.191147,-386.470654
277,68,67,68,67,-0.000000,28.905911
278,80,67,80,67,-4.256846,49.136164
279,115,67,115,67,-20.583481,245.185584
280,46,68,46,68,-1.001231,3.295522
281,48,68,48,68,-0.858925,2.825296
282,67,68,67,68,-0.000000,28.905911
283,68,68,68,68,8.842657,-56.790618
284,69,68,69,68,-1.761701,7.457866
285,74,68,74,68,-2.450943,7.383088
286,76,68,76,68,-2.769857,9.053578
287,23,69,23,69,-0.013051,2.430064
288,68,69,68,69,-1.761701,7.457866
289,69,69,69,69,12.435890,-49.684466
290,70,69,70,69,-6.591719,26.531297
291,73,69,73,69,-2.098235,6.922606
292,74,69,74,69,-1.971184,6.493853
293,69,70,69,70,-6.591719,26.531297
294,70,70,70,70,11.942651,-52.986138
295,71,70,71,70,-1.296920,5.234208
296,72,70,72,70,-4.054012,21.253133
297,23,71,23,71,-1.196153,4.804223
298,70,71,70,71,-1.296920,5.234208
299,71,71,71,71,2.493074,-9.991811
300,70,72,70,72,-4.054012,21.253133
301,72,72,72,72,4.054012,-21.247243
302,69,73,69,73,-2.098235,6.922606
303,73,73,73,73,8.932897,-29.340538
304,74,73,74,73,-6.834662,22.559942
305,68,74,68,74,-2.450943,7.383088
306,69,74,69,74,-1.971184,6.493853
307,73,74,73,74,-6.834662,22.559942
308,74,74,74,74,18.381283,-59.966750
309,76,74,76,74,-1.379326,4.587807
310,117,74,117,74,-5.745168,19.058109
311,75,75,75,75,6.939699,-23.024549
312,76,75,76,75,-1.859658,6.198859
313,117,75,117,75,-5.080042,16.850870
314,68,76,68,76,-2.769857,9.053578
315,74,76,74,76,-1.379326,4.587807
316,75,76,75,76,-1.859658,6.198859
317,76,76,76,76,40.962702,-131.159491
318,77,76,77,76,-22.394602,73.854540
319,79,76,79,76,-8.909146,27.193943
320,81,76,81,76,-3.650113,10.448143
321,76,77,76,77,-22.394602,73.854540
322,77,77,77,77,31.128205,-112.874264
323,78,77,78,77,-8.733602,39.029284
324,77,78,77,78,-8.733602,39.029284
325,78,78,78,78,11.733879,-52.356405
326,79,78,79,78,-3.000277,13.539711
327,76,79,76,79,-8.909146,27.193943
328,78,79,78,79,-3.000277,13.539711
329,79,79,79,79,17.931034,-96.700109
330,80,79,80,79,-0.000000,28.905911
331,95,79,95,79,-1.035144,5.292027
332,96,79,96,79,-2.020213,10.310815
333,97,79,97,79,-1.945964,8.830426
334,98,79,98,79,-1.020290,4.629509
335,67,80,67,80,-4.256846,49.136164
336,79,80,79,80,-0.000000,28.905911
337,80,80,80,80,4.256846,-79.647577
338,76,81,76,81,-3.650113,10.448143
339,81,81,81,81,16.550499,-52.371521
340,82,81,82,81,-7.625986,24.954678
341,95,81,95,81,-5.274399,17.255750
342,81,82,81,82,-7.625986,24.954678
343,82,82,82,82,12.366395,-37.224584
344,83,82,83,82,-2.930111,6.188394
345,84,82,84,82,-1.810298,6.230792
346,82,83,82,83,-2.930111,6.188394
347,83,83,83,83,8.945029,-18.936087
348,84,83,84,83,-6.014918,12.766763
349,82,84,82,84,-1.810298,6.230792
350,83,84,83,84,-6.014918,12.766763
351,84,84,84,84,12.600132,-41.557020
352,85,84,85,84,-2.140149,7.521096
353,87,84,87,84,-1.851166,9.440948
354,88,84,88,84,-0.783601,5.672092
355,84,85,84,85,-2.140149,7.521096
356,85,85,85,85,2.785597,-12.218637
357,86,85,86,85,-0.645448,4.733591
358,85,86,85,86,-0.645448,4.733591
359,86,86,86,86,0.645448,-4.711341
360,84,87,84,87,-1.851166,9.440948
361,87,87,87,87,4.492421,-22.946783
362,88,87,88,87,-2.641255,13.529306
363,84,88,84,88,-0.783601,5.672092
364,87,88,87,88,-2.641255,13.529306
365,88,88,88,88,12.271377,-58.500037
366,89,88,89,88,-3.627439,14.433161
367,91,88,91,88,-5.219082,25.026148
368,88,89,88,89,-3.627439,14.433161
369,89,89,89,89,6.954607,-25.293898
370,90,89,90,89,-3.327168,10.950837
371,89,90,89,90,-3.327168,10.950837
372,90,90,90,90,5.516388,-18.119372
373,91,90,91,90,-2.189220,7.195575
374,88,91,88,91,-5.219082,25.026148
375,90,91,90,91,-2.189220,7.195575
376,91,91,91,91,16.920286,-68.977591
377,92,91,92,91,-3.283830,10.793363
378,93,91,93,91,-1.763351,5.792296
379,99,91,99,91,-0.710339,3.233797
380,101,91,101,91,-3.754464,17.062971
381,91,92,91,92,-3.283830,10.793363
382,92,92,92,92,7.092196,-23.274086
383,93,92,93,92,-3.808366,12.501003
384,91,93,91,93,-1.763351,5.792296
385,92,93,92,93,-3.808366,12.501003
386,93,93,93,93,20.072856,-65.565359
387,94,93,94,93,-6.414618,21.090485
388,95,93,95,93,-3.250669,10.501231
389,99,93,99,93,-4.835853,15.757273
390,93,94,93,94,-6.414618,21.090485
391,94,94,94,94,11.620889,-37.731546
392,95,94,95,94,-5.206272,16.653981
393,79,95,79,95,-1.035144,5.292027
394,81,95,81,95,-5.274399,17.255750
395,93,95,93,95,-3.250669,10.501231
396,94,95,94,95,-5.206272,16.653981
397,95,95,95,95,16.894002,-60.503766
398,96,95,96,95,-2.127518,10.883547
399,79,96,79,96,-2.020213,10.310815
400,95,96,95,96,-2.127518,10.883547
401,96,96,96,96,4.147731,-21.169662
402,79,97,79,97,-1.945964,8.830426
403,97,97,97,97,3.126911,-14.116999
404,99,97,99,97,-1.180947,5.324673
405,79,98,79,98,-1.020290,4.629509
406,98,98,98,98,3.616310,-16.316767
407,99,98,99,98,-2.596020,11.725358
408,91,99,91,99,-0.710339,3.233797
409,93,99,93,99,-4.835853,15.757273
410,97,99,97,99,-1.180947,5.324673
411,98,99,98,99,-2.596020,11.725358
412,99,99,99,99,18.405735,-69.595451
413,100,99,100,99,-1.659306,7.559725
414,102,99,102,99,-5.311644,17.428832
415,103,99,103,99,-1.033219,4.673538
416,105,99,105,99,-1.078407,4.081905
417,99,100,99,100,-1.659306,7.559725
418,100,100,100,100,3.530148,-16.046279
419,101,100,101,100,-1.870842,8.517654
420,91,101,91,101,-3.754464,17.062971
421,100,101,100,101,-1.870842,8.517654
422,101,101,101,101,5.625306,-25.558606
423,99,102,99,102,-5.311644,17.428832
424,102,102,102,102,9.984497,-33.971594
425,103,102,103,102,-1.709331,5.810260
426,104,102,104,102,-1.827904,5.552044
427,109,102,109,102,-1.135618,5.271058
428,99,103,99,103,-1.033219,4.673538
429,102,103,102,103,-1.709331,5.810260
430,103,103,103,103,9.249303,-35.175460
431,104,103,104,103,-6.506753,24.743991
432,102,104,102,104,-1.827904,5.552044
433,103,104,103,104,-6.506753,24.743991
434,104,104,104,104,18.827539,-64.731480
435,105,104,105,104,-4.391344,17.157608
436,106,104,106,104,-1.460136,5.041600
437,107,104,107,104,-4.641403,12.501556
438,99,105,99,105,-1.078407,4.081905
439,104,105,104,105,-4.391344,17.157608
440,105,105,105,105,6.929887,-26.219344
441,106,105,106,105,-1.460136,5.041600
442,104,106,104,106,-1.460136,5.041600
443,105,106,105,106,-1.460136,5.041600
444,106,106,106,106,2.920271,-9.976000
445,104,107,104,107,-4.641403,12.501556
446,107,107,107,107,15.815301,-43.136941
447,108,107,108,107,-11.173898,30.648405
448,107,108,107,108,-11.173898,30.648405
449,108,108,108,108,15.399284,-42.216320
450,109,108,109,108,-4.225386,11.581814
451,102,109,102,109,-1.135618,5.271058
452,108,109,108,109,-4.225386,11.581814
453,109,109,109,109,14.166947,-42.526555
454,110,109,110,109,-3.557424,12.208433
455,111,109,111,109,-5.248518,13.599400
456,109,110,109,110,-3.557424,12.208433
457,110,110,110,110,3.557424,-12.198433
458,109,111,109,111,-5.248518,13.599400
459,111,111,111,111,5.248518,-13.568400
460,16,112,16,112,-9.228124,30.423496
461,31,112,31,112,-1.366932,4.511988
462,112,112,112,112,10.595056,-34.905745
463,31,113,31,113,-3.437135,15.581678
464,113,113,113,113,23.710383,-107.242497
465,114,113,114,113,-20.273248,91.670339
466,26,114,26,114,-2.847336,12.865097
467,113,114,113,114,-20.273248,91.670339
468,114,114,114,114,23.120584,-104.524196
469,67,115,67,115,-20.583481,245.185584
470,115,115,115,115,20.583481,-245.103584
471,11,116,11,116,-1.590724,6.769037
472,116,116,116,116,1.590724,-6.751137
473,74,117,74,117,-5.745168,19.058109
474,75,117,75,117,-5.080042,16.850870
